INSERT INTO Customer (customer_id, customer_name, address, phone_number, email) VALUES
('CS08479', 'Gema Gomez', 'Jl. Tidar No.283 RT9/RW8', '081210008479', 'gema.gomez@mail.com'),
('CS08480', 'Raka Sari Setiawan', 'Jl. Waru No.283 RT10/RW8', '081210008480', 'raka.sari.setiawan@mail.com'),
('CS08481', 'Nina Wijaya Hartono', 'Jl. Kenari No.283 RT1/RW9', '081210008481', 'nina.wijaya.hartono@mail.com'),
('CS08482', 'Indra Kurnia Lestari', 'Jl. Kenjeran No.283 RT2/RW9', '081210008482', 'indra.kurnia.lestari@mail.com'),
('CS08483', 'Dian Wijaya Trianto', 'Jl. Gajah Mada No.283 RT3/RW9', '081210008483', 'dian.wijaya.trianto@mail.com'),
('CS08484', 'Sari Nur Lee', 'Jl. Diponegoro No.283 RT4/RW9', '081210008484', 'sari.nur.lee@mail.com'),
('CS08485', 'Hana Wijaya', 'Jl. Kapten Tendean No.283 RT5/RW9', '081210008485', 'hana.wijaya@mail.com'),
('CS08486', 'Owen Michael Hartanto', 'Jl. Garuda No.283 RT6/RW9', '081210008486', 'owen.michael.hartanto@mail.com'),
('CS08487', 'Hannah Kim Agustina', 'Jl. Bunga No.283 RT7/RW9', '081210008487', 'hannah.kim.agustina@mail.com'),
('CS08488', 'Yoga Nur Kirana', 'Jl. Anggrek No.283 RT8/RW9', '081210008488', 'yoga.nur.kirana@mail.com'),
('CS08489', 'Rian Putra', 'Jl. Flamboyan No.283 RT9/RW9', '081210008489', 'rian.putra@mail.com'),
('CS08490', 'Hendra Santoso Gomez', 'Jl. Pelangi No.283 RT10/RW9', '081210008490', 'hendra.santoso.gomez@mail.com'),
('CS08491', 'Fajar Wahyu Khan', 'Jl. Merdeka No.284 RT1/RW10', '081210008491', 'fajar.wahyu.khan@mail.com'),
('CS08492', 'Reno Santoso Utama', 'Jl. Sudirman No.284 RT2/RW10', '081210008492', 'reno.santoso.utama@mail.com'),
('CS08493', 'Yuda Hartanto', 'Jl. Ahmad Yani No.284 RT3/RW10', '081210008493', 'yuda.hartanto@mail.com'),
('CS08494', 'Emma Lee Mustafa', 'Jl. Raya Darmo No.284 RT4/RW10', '081210008494', 'emma.lee.mustafa@mail.com'),
('CS08495', 'Chloe Hartono', 'Jl. Kenanga No.284 RT5/RW10', '081210008495', 'chloe.hartono@mail.com'),
('CS08496', 'Yoga Utami Fauzan', 'Jl. Ketintang No.284 RT6/RW10', '081210008496', 'yoga.utami.fauzan@mail.com'),
('CS08497', 'Vega Wahyu Anggraeni', 'Jl. Veteran No.284 RT7/RW10', '081210008497', 'vega.wahyu.anggraeni@mail.com'),
('CS08498', 'Emma Grace Silva', 'Jl. Basuki Rahmat No.284 RT8/RW10', '081210008498', 'emma.grace.silva@mail.com'),
('CS08499', 'Usman Silva', 'Jl. Bojonegoro No.284 RT9/RW10', '081210008499', 'usman.silva@mail.com'),
('CS08500', 'Mila Maulana', 'Jl. Mulyo No.284 RT10/RW10', '081210008500', 'mila.maulana@mail.com'),
('CS08501', 'Teguh Wijaya Hartono', 'Jl. Gedongan No.284 RT1/RW1', '081210008501', 'teguh.wijaya.hartono@mail.com'),
('CS08502', 'Ella Suryanto', 'Jl. Pahlawan No.284 RT2/RW1', '081210008502', 'ella.suryanto@mail.com'),
('CS08503', 'Lestari Putri Wulandari', 'Jl. Mawar No.284 RT3/RW1', '081210008503', 'lestari.putri.wulandari@mail.com'),
('CS08504', 'Fauzi Rahma Anggraeni', 'Jl. Melati No.284 RT4/RW1', '081210008504', 'fauzi.rahma.anggraeni@mail.com'),
('CS08505', 'Teguh Wijaya Rahman', 'Jl. Gubeng No.284 RT5/RW1', '081210008505', 'teguh.wijaya.rahman@mail.com'),
('CS08506', 'Vira Putra Nugraha', 'Jl. Rajawali No.284 RT6/RW1', '081210008506', 'vira.putra.nugraha@mail.com'),
('CS08507', 'Agus Saputra', 'Jl. Bungur No.284 RT7/RW1', '081210008507', 'agus.saputra@mail.com'),
('CS08508', 'Leo Kurnia', 'Jl. Yos Sudarso No.284 RT8/RW1', '081210008508', 'leo.kurnia@mail.com'),
('CS08509', 'Gema Putra Nugraha', 'Jl. Tidar No.284 RT9/RW1', '081210008509', 'gema.putra.nugraha@mail.com'),
('CS08510', 'Aria Kurnia', 'Jl. Waru No.284 RT10/RW1', '081210008510', 'aria.kurnia@mail.com'),
('CS08511', 'Rizal Utama', 'Jl. Kenari No.284 RT1/RW2', '081210008511', 'rizal.utama@mail.com'),
('CS08512', 'Satya Hartono Kurnia', 'Jl. Kenjeran No.284 RT2/RW2', '081210008512', 'satya.hartono.kurnia@mail.com'),
('CS08513', 'Vina Putra Saputra', 'Jl. Gajah Mada No.284 RT3/RW2', '081210008513', 'vina.putra.saputra@mail.com'),
('CS08514', 'Surya Santoso Sumarno', 'Jl. Diponegoro No.284 RT4/RW2', '081210008514', 'surya.santoso.sumarno@mail.com'),
('CS08515', 'Mila Lee Sari', 'Jl. Kapten Tendean No.284 RT5/RW2', '081210008515', 'mila.lee.sari@mail.com'),
('CS08516', 'Indra Kurniawan', 'Jl. Garuda No.284 RT6/RW2', '081210008516', 'indra.kurniawan@mail.com'),
('CS08517', 'Kirana Putra Halim', 'Jl. Bunga No.284 RT7/RW2', '081210008517', 'kirana.putra.halim@mail.com'),
('CS08518', 'Andini Wijaya', 'Jl. Anggrek No.284 RT8/RW2', '081210008518', 'andini.wijaya@mail.com'),
('CS08519', 'Hesti Anisa Hartanto', 'Jl. Flamboyan No.284 RT9/RW2', '081210008519', 'hesti.anisa.hartanto@mail.com'),
('CS08520', 'Sophia Anne Firdaus', 'Jl. Pelangi No.284 RT10/RW2', '081210008520', 'sophia.anne.firdaus@mail.com'),
('CS08521', 'Usman Nur Santoso', 'Jl. Merdeka No.285 RT1/RW3', '081210008521', 'usman.nur.santoso@mail.com'),
('CS08522', 'Tari Anisa Wong', 'Jl. Sudirman No.285 RT2/RW3', '081210008522', 'tari.anisa.wong@mail.com'),
('CS08523', 'Yoga Wahyu Shah', 'Jl. Ahmad Yani No.285 RT3/RW3', '081210008523', 'yoga.wahyu.shah@mail.com'),
('CS08524', 'Owen Prasetyo', 'Jl. Raya Darmo No.285 RT4/RW3', '081210008524', 'owen.prasetyo@mail.com'),
('CS08525', 'Wyatt Fauzan', 'Jl. Kenanga No.285 RT5/RW3', '081210008525', 'wyatt.fauzan@mail.com'),
('CS08526', 'Ilham Sukma', 'Jl. Ketintang No.285 RT6/RW3', '081210008526', 'ilham.sukma@mail.com'),
('CS08527', 'Eka Putri Lee', 'Jl. Veteran No.285 RT7/RW3', '081210008527', 'eka.putri.lee@mail.com'),
('CS08528', 'Raka Permana', 'Jl. Basuki Rahmat No.285 RT8/RW3', '081210008528', 'raka.permana@mail.com'),
('CS08529', 'Indra Anisa Yusuf', 'Jl. Bojonegoro No.285 RT9/RW3', '081210008529', 'indra.anisa.yusuf@mail.com'),
('CS08530', 'Teguh Pratama Kusuma', 'Jl. Mulyo No.285 RT10/RW3', '081210008530', 'teguh.pratama.kusuma@mail.com'),
('CS08531', 'Rudi Saputra Maulana', 'Jl. Gedongan No.285 RT1/RW4', '081210008531', 'rudi.saputra.maulana@mail.com'),
('CS08532', 'Bryan Putra', 'Jl. Pahlawan No.285 RT2/RW4', '081210008532', 'bryan.putra@mail.com'),
('CS08533', 'Rizal Hidayat Kurniawan', 'Jl. Mawar No.285 RT3/RW4', '081210008533', 'rizal.hidayat.kurniawan@mail.com'),
('CS08534', 'Tari Santoso Hasan', 'Jl. Melati No.285 RT4/RW4', '081210008534', 'tari.santoso.hasan@mail.com'),
('CS08535', 'Imam Hartono Ramadhan', 'Jl. Gubeng No.285 RT5/RW4', '081210008535', 'imam.hartono.ramadhan@mail.com'),
('CS08536', 'Mega Rahma Permana', 'Jl. Rajawali No.285 RT6/RW4', '081210008536', 'mega.rahma.permana@mail.com'),
('CS08537', 'Logan Sumarno', 'Jl. Bungur No.285 RT7/RW4', '081210008537', 'logan.sumarno@mail.com'),
('CS08538', 'Lestari Utama', 'Jl. Yos Sudarso No.285 RT8/RW4', '081210008538', 'lestari.utama@mail.com'),
('CS08539', 'Rizal Putri Nugraha', 'Jl. Tidar No.285 RT9/RW4', '081210008539', 'rizal.putri.nugraha@mail.com'),
('CS08540', 'Rudi Utami Kusuma', 'Jl. Waru No.285 RT10/RW4', '081210008540', 'rudi.utami.kusuma@mail.com'),
('CS08541', 'Mahesa Hidayat Ramadhan', 'Jl. Kenari No.285 RT1/RW5', '081210008541', 'mahesa.hidayat.ramadhan@mail.com'),
('CS08542', 'Fauzi Wong', 'Jl. Kenjeran No.285 RT2/RW5', '081210008542', 'fauzi.wong@mail.com'),
('CS08543', 'Vira Santoso Mustafa', 'Jl. Gajah Mada No.285 RT3/RW5', '081210008543', 'vira.santoso.mustafa@mail.com'),
('CS08544', 'Rian Anggraeni Ramli', 'Jl. Diponegoro No.285 RT4/RW5', '081210008544', 'rian.anggraeni.ramli@mail.com'),
('CS08545', 'Vira Kurnia Kurnia', 'Jl. Kapten Tendean No.285 RT5/RW5', '081210008545', 'vira.kurnia.kurnia@mail.com'),
('CS08546', 'Zoe Marie Susanto', 'Jl. Garuda No.285 RT6/RW5', '081210008546', 'zoe.marie.susanto@mail.com'),
('CS08547', 'Zidan Pratama Kurnia', 'Jl. Bunga No.285 RT7/RW5', '081210008547', 'zidan.pratama.kurnia@mail.com'),
('CS08548', 'Ivy Putra', 'Jl. Anggrek No.285 RT8/RW5', '081210008548', 'ivy.putra@mail.com'),
('CS08549', 'Fahri Anggraeni', 'Jl. Flamboyan No.285 RT9/RW5', '081210008549', 'fahri.anggraeni@mail.com'),
('CS08550', 'Liam Lestari', 'Jl. Pelangi No.285 RT10/RW5', '081210008550', 'liam.lestari@mail.com'),
('CS08551', 'Hesti Agustina', 'Jl. Merdeka No.286 RT1/RW6', '081210008551', 'hesti.agustina@mail.com'),
('CS08552', 'Gema Kurnia', 'Jl. Sudirman No.286 RT2/RW6', '081210008552', 'gema.kurnia@mail.com'),
('CS08553', 'Damar Anggraeni Anggraeni', 'Jl. Ahmad Yani No.286 RT3/RW6', '081210008553', 'damar.anggraeni.anggraeni@mail.com'),
('CS08554', 'Putri Khan', 'Jl. Raya Darmo No.286 RT4/RW6', '081210008554', 'putri.khan@mail.com'),
('CS08555', 'Zoe Anggraeni', 'Jl. Kenanga No.286 RT5/RW6', '081210008555', 'zoe.anggraeni@mail.com'),
('CS08556', 'Jules Santoso', 'Jl. Ketintang No.286 RT6/RW6', '081210008556', 'jules.santoso@mail.com'),
('CS08557', 'Sam Kirana', 'Jl. Veteran No.286 RT7/RW6', '081210008557', 'sam.kirana@mail.com'),
('CS08558', 'Yulia Sutanto', 'Jl. Basuki Rahmat No.286 RT8/RW6', '081210008558', 'yulia.sutanto@mail.com'),
('CS08559', 'Dhiya Lee', 'Jl. Bojonegoro No.286 RT9/RW6', '081210008559', 'dhiya.lee@mail.com'),
('CS08560', 'Yoga Maulana', 'Jl. Mulyo No.286 RT10/RW6', '081210008560', 'yoga.maulana@mail.com'),
('CS08561', 'Yulia Putra Halim', 'Jl. Gedongan No.286 RT1/RW7', '081210008561', 'yulia.putra.halim@mail.com'),
('CS08562', 'Mega Halim', 'Jl. Pahlawan No.286 RT2/RW7', '081210008562', 'mega.halim@mail.com'),
('CS08563', 'Rian Anisa Rahman', 'Jl. Mawar No.286 RT3/RW7', '081210008563', 'rian.anisa.rahman@mail.com'),
('CS08564', 'Nina Hidayat Sutanto', 'Jl. Melati No.286 RT4/RW7', '081210008564', 'nina.hidayat.sutanto@mail.com'),
('CS08565', 'Yulia Irawan', 'Jl. Gubeng No.286 RT5/RW7', '081210008565', 'yulia.irawan@mail.com'),
('CS08566', 'Vina Nur Putra', 'Jl. Rajawali No.286 RT6/RW7', '081210008566', 'vina.nur.putra@mail.com'),
('CS08567', 'Fajar Anisa Putra', 'Jl. Bungur No.286 RT7/RW7', '081210008567', 'fajar.anisa.putra@mail.com'),
('CS08568', 'Elang Sari', 'Jl. Yos Sudarso No.286 RT8/RW7', '081210008568', 'elang.sari@mail.com'),
('CS08569', 'Iris Kim Silva', 'Jl. Tidar No.286 RT9/RW7', '081210008569', 'iris.kim.silva@mail.com'),
('CS08570', 'Lestari Nugraha', 'Jl. Waru No.286 RT10/RW7', '081210008570', 'lestari.nugraha@mail.com'),
('CS08571', 'Rian Halim', 'Jl. Kenari No.286 RT1/RW8', '081210008571', 'rian.halim@mail.com'),
('CS08572', 'Elang Nugroho Pratama', 'Jl. Kenjeran No.286 RT2/RW8', '081210008572', 'elang.nugroho.pratama@mail.com'),
('CS08573', 'Dhiya Sari', 'Jl. Gajah Mada No.286 RT3/RW8', '081210008573', 'dhiya.sari@mail.com'),
('CS08574', 'Budi Santoso Hartono', 'Jl. Diponegoro No.286 RT4/RW8', '081210008574', 'budi.santoso.hartono@mail.com'),
('CS08575', 'Zahra Rahman', 'Jl. Kapten Tendean No.286 RT5/RW8', '081210008575', 'zahra.rahman@mail.com'),
('CS08576', 'Galih Nur Hartanto', 'Jl. Garuda No.286 RT6/RW8', '081210008576', 'galih.nur.hartanto@mail.com'),
('CS08577', 'Galih Setiawan', 'Jl. Bunga No.286 RT7/RW8', '081210008577', 'galih.setiawan@mail.com'),
('CS08578', 'Zoe Lee Hartanto', 'Jl. Anggrek No.286 RT8/RW8', '081210008578', 'zoe.lee.hartanto@mail.com'),
('CS08579', 'Galih Irawan', 'Jl. Flamboyan No.286 RT9/RW8', '081210008579', 'galih.irawan@mail.com'),
('CS08580', 'Sofia Ramadhan', 'Jl. Pelangi No.286 RT10/RW8', '081210008580', 'sofia.ramadhan@mail.com'),
('CS08581', 'Farah Silva', 'Jl. Merdeka No.287 RT1/RW9', '081210008581', 'farah.silva@mail.com'),
('CS08582', 'Yulia Wahyu Hartono', 'Jl. Sudirman No.287 RT2/RW9', '081210008582', 'yulia.wahyu.hartono@mail.com'),
('CS08583', 'Daniel Putra', 'Jl. Ahmad Yani No.287 RT3/RW9', '081210008583', 'daniel.putra@mail.com'),
('CS08584', 'Imam Nur Wijanto', 'Jl. Raya Darmo No.287 RT4/RW9', '081210008584', 'imam.nur.wijanto@mail.com'),
('CS08585', 'Amelia Kirana', 'Jl. Kenanga No.287 RT5/RW9', '081210008585', 'amelia.kirana@mail.com'),
('CS08586', 'Yuda Nur Wong', 'Jl. Ketintang No.287 RT6/RW9', '081210008586', 'yuda.nur.wong@mail.com'),
('CS08587', 'Satya Hidayat Sukma', 'Jl. Veteran No.287 RT7/RW9', '081210008587', 'satya.hidayat.sukma@mail.com'),
('CS08588', 'Dewi Sukma', 'Jl. Basuki Rahmat No.287 RT8/RW9', '081210008588', 'dewi.sukma@mail.com'),
('CS08589', 'Sophia Sutanto', 'Jl. Bojonegoro No.287 RT9/RW9', '081210008589', 'sophia.sutanto@mail.com'),
('CS08590', 'Jaya Wijaya Hartanto', 'Jl. Mulyo No.287 RT10/RW9', '081210008590', 'jaya.wijaya.hartanto@mail.com'),
('CS08591', 'Lina Mustafa', 'Jl. Gedongan No.287 RT1/RW10', '081210008591', 'lina.mustafa@mail.com'),
('CS08592', 'Fajar Santoso', 'Jl. Pahlawan No.287 RT2/RW10', '081210008592', 'fajar.santoso@mail.com'),
('CS08593', 'Jules Prasetyo', 'Jl. Mawar No.287 RT3/RW10', '081210008593', 'jules.prasetyo@mail.com'),
('CS08594', 'Wira Anisa Wulandari', 'Jl. Melati No.287 RT4/RW10', '081210008594', 'wira.anisa.wulandari@mail.com'),
('CS08595', 'Sinta Nugroho Nugraha', 'Jl. Gubeng No.287 RT5/RW10', '081210008595', 'sinta.nugroho.nugraha@mail.com'),
('CS08596', 'Oka Susanto', 'Jl. Rajawali No.287 RT6/RW10', '081210008596', 'oka.susanto@mail.com'),
('CS08597', 'Mila Kim Kurniawan', 'Jl. Bungur No.287 RT7/RW10', '081210008597', 'mila.kim.kurniawan@mail.com'),
('CS08598', 'Dhiya Kusuma', 'Jl. Yos Sudarso No.287 RT8/RW10', '081210008598', 'dhiya.kusuma@mail.com'),
('CS08599', 'Yoga Suryanto', 'Jl. Tidar No.287 RT9/RW10', '081210008599', 'yoga.suryanto@mail.com'),
('CS08600', 'Sam Michael Sutanto', 'Jl. Waru No.287 RT10/RW10', '081210008600', 'sam.michael.sutanto@mail.com'),
('CS08601', 'Teguh Hartono Lee', 'Jl. Kenari No.287 RT1/RW1', '081210008601', 'teguh.hartono.lee@mail.com'),
('CS08602', 'Luna Alexander Maulana', 'Jl. Kenjeran No.287 RT2/RW1', '081210008602', 'luna.alexander.maulana@mail.com'),
('CS08603', 'Ivy Marie Sari', 'Jl. Gajah Mada No.287 RT3/RW1', '081210008603', 'ivy.marie.sari@mail.com'),
('CS08604', 'Raisa Pratama Rahman', 'Jl. Diponegoro No.287 RT4/RW1', '081210008604', 'raisa.pratama.rahman@mail.com'),
('CS08605', 'Bayu Putra Kirana', 'Jl. Kapten Tendean No.287 RT5/RW1', '081210008605', 'bayu.putra.kirana@mail.com'),
('CS08606', 'Sophia Grace Sumarno', 'Jl. Garuda No.287 RT6/RW1', '081210008606', 'sophia.grace.sumarno@mail.com'),
('CS08607', 'Nora Marie Nugroho', 'Jl. Bunga No.287 RT7/RW1', '081210008607', 'nora.marie.nugroho@mail.com'),
('CS08608', 'Gema Susanto', 'Jl. Anggrek No.287 RT8/RW1', '081210008608', 'gema.susanto@mail.com'),
('CS08609', 'Yoga Anisa Maulana', 'Jl. Flamboyan No.287 RT9/RW1', '081210008609', 'yoga.anisa.maulana@mail.com'),
('CS08610', 'Ryan Khan', 'Jl. Pelangi No.287 RT10/RW1', '081210008610', 'ryan.khan@mail.com'),
('CS08611', 'Gilang Nur Lestari', 'Jl. Merdeka No.288 RT1/RW2', '081210008611', 'gilang.nur.lestari@mail.com'),
('CS08612', 'Cahaya Kurnia Arifin', 'Jl. Sudirman No.288 RT2/RW2', '081210008612', 'cahaya.kurnia.arifin@mail.com'),
('CS08613', 'Citra Anggraeni Prasetyo', 'Jl. Ahmad Yani No.288 RT3/RW2', '081210008613', 'citra.anggraeni.prasetyo@mail.com'),
('CS08614', 'Aria Paul Nugroho', 'Jl. Raya Darmo No.288 RT4/RW2', '081210008614', 'aria.paul.nugroho@mail.com'),
('CS08615', 'Jules Agustina', 'Jl. Kenanga No.288 RT5/RW2', '081210008615', 'jules.agustina@mail.com'),
('CS08616', 'Maya Anisa Halim', 'Jl. Ketintang No.288 RT6/RW2', '081210008616', 'maya.anisa.halim@mail.com'),
('CS08617', 'Damar Yusuf', 'Jl. Veteran No.288 RT7/RW2', '081210008617', 'damar.yusuf@mail.com'),
('CS08618', 'Mina Silva', 'Jl. Basuki Rahmat No.288 RT8/RW2', '081210008618', 'mina.silva@mail.com'),
('CS08619', 'Tari Permata Ramli', 'Jl. Bojonegoro No.288 RT9/RW2', '081210008619', 'tari.permata.ramli@mail.com'),
('CS08620', 'Emma Kurniawan', 'Jl. Mulyo No.288 RT10/RW2', '081210008620', 'emma.kurniawan@mail.com'),
('CS08621', 'Sinta Hartono Mustafa', 'Jl. Gedongan No.288 RT1/RW3', '081210008621', 'sinta.hartono.mustafa@mail.com'),
('CS08622', 'Hesti Utama', 'Jl. Pahlawan No.288 RT2/RW3', '081210008622', 'hesti.utama@mail.com'),
('CS08623', 'Ava Ramli', 'Jl. Mawar No.288 RT3/RW3', '081210008623', 'ava.ramli@mail.com'),
('CS08624', 'Budi Sukma', 'Jl. Melati No.288 RT4/RW3', '081210008624', 'budi.sukma@mail.com'),
('CS08625', 'Vega Nugroho', 'Jl. Gubeng No.288 RT5/RW3', '081210008625', 'vega.nugroho@mail.com'),
('CS08626', 'Maya Wahyu Yusuf', 'Jl. Rajawali No.288 RT6/RW3', '081210008626', 'maya.wahyu.yusuf@mail.com'),
('CS08627', 'Praba Arifin', 'Jl. Bungur No.288 RT7/RW3', '081210008627', 'praba.arifin@mail.com'),
('CS08628', 'Raisa Kurnia Mustafa', 'Jl. Yos Sudarso No.288 RT8/RW3', '081210008628', 'raisa.kurnia.mustafa@mail.com'),
('CS08629', 'Rian Silva', 'Jl. Tidar No.288 RT9/RW3', '081210008629', 'rian.silva@mail.com'),
('CS08630', 'Amelia Shah', 'Jl. Waru No.288 RT10/RW3', '081210008630', 'amelia.shah@mail.com'),
('CS08631', 'Hadi Pratama Anggraeni', 'Jl. Kenari No.288 RT1/RW4', '081210008631', 'hadi.pratama.anggraeni@mail.com'),
('CS08632', 'Jessica Paul Kusuma', 'Jl. Kenjeran No.288 RT2/RW4', '081210008632', 'jessica.paul.kusuma@mail.com'),
('CS08633', 'Iris Lee Martinez', 'Jl. Gajah Mada No.288 RT3/RW4', '081210008633', 'iris.lee.martinez@mail.com'),
('CS08634', 'Praba Pratama Wijaya', 'Jl. Diponegoro No.288 RT4/RW4', '081210008634', 'praba.pratama.wijaya@mail.com'),
('CS08635', 'Sofia Alexander Fauzan', 'Jl. Kapten Tendean No.288 RT5/RW4', '081210008635', 'sofia.alexander.fauzan@mail.com'),
('CS08636', 'Yulia Nur Ramadhan', 'Jl. Garuda No.288 RT6/RW4', '081210008636', 'yulia.nur.ramadhan@mail.com'),
('CS08637', 'Rudi Permata Irawan', 'Jl. Bunga No.288 RT7/RW4', '081210008637', 'rudi.permata.irawan@mail.com'),
('CS08638', 'Jack Ramli', 'Jl. Anggrek No.288 RT8/RW4', '081210008638', 'jack.ramli@mail.com'),
('CS08639', 'Omar Paul Permana', 'Jl. Flamboyan No.288 RT9/RW4', '081210008639', 'omar.paul.permana@mail.com'),
('CS08640', 'Gema Putri Halim', 'Jl. Pelangi No.288 RT10/RW4', '081210008640', 'gema.putri.halim@mail.com'),
('CS08641', 'Rina Sutanto', 'Jl. Merdeka No.289 RT1/RW5', '081210008641', 'rina.sutanto@mail.com'),
('CS08642', 'Aiden Hartono', 'Jl. Sudirman No.289 RT2/RW5', '081210008642', 'aiden.hartono@mail.com'),
('CS08643', 'Kiki Kurnia', 'Jl. Ahmad Yani No.289 RT3/RW5', '081210008643', 'kiki.kurnia@mail.com'),
('CS08644', 'Henry Kirana', 'Jl. Raya Darmo No.289 RT4/RW5', '081210008644', 'henry.kirana@mail.com'),
('CS08645', 'Jaya Wahyu Permana', 'Jl. Kenanga No.289 RT5/RW5', '081210008645', 'jaya.wahyu.permana@mail.com'),
('CS08646', 'Ava Michael Yusuf', 'Jl. Ketintang No.289 RT6/RW5', '081210008646', 'ava.michael.yusuf@mail.com'),
('CS08647', 'Fahri Prasetyo', 'Jl. Veteran No.289 RT7/RW5', '081210008647', 'fahri.prasetyo@mail.com'),
('CS08648', 'Mina Trianto', 'Jl. Basuki Rahmat No.289 RT8/RW5', '081210008648', 'mina.trianto@mail.com'),
('CS08649', 'Damar Kirana', 'Jl. Bojonegoro No.289 RT9/RW5', '081210008649', 'damar.kirana@mail.com'),
('CS08650', 'Mega Hartono Kusuma', 'Jl. Mulyo No.289 RT10/RW5', '081210008650', 'mega.hartono.kusuma@mail.com'),
('CS08651', 'Lina Saputra Shah', 'Jl. Gedongan No.289 RT1/RW6', '081210008651', 'lina.saputra.shah@mail.com'),
('CS08652', 'Hesti Anggraeni', 'Jl. Pahlawan No.289 RT2/RW6', '081210008652', 'hesti.anggraeni@mail.com'),
('CS08653', 'Bryan James Anggraeni', 'Jl. Mawar No.289 RT3/RW6', '081210008653', 'bryan.james.anggraeni@mail.com'),
('CS08654', 'Eko Wahyu Tan', 'Jl. Melati No.289 RT4/RW6', '081210008654', 'eko.wahyu.tan@mail.com'),
('CS08655', 'Eka Setiawan', 'Jl. Gubeng No.289 RT5/RW6', '081210008655', 'eka.setiawan@mail.com'),
('CS08656', 'Chloe Lee Fauzan', 'Jl. Rajawali No.289 RT6/RW6', '081210008656', 'chloe.lee.fauzan@mail.com'),
('CS08657', 'Luca Agustina', 'Jl. Bungur No.289 RT7/RW6', '081210008657', 'luca.agustina@mail.com'),
('CS08658', 'Ethan Kim Fauzan', 'Jl. Yos Sudarso No.289 RT8/RW6', '081210008658', 'ethan.kim.fauzan@mail.com'),
('CS08659', 'Mason Arifin', 'Jl. Tidar No.289 RT9/RW6', '081210008659', 'mason.arifin@mail.com'),
('CS08660', 'Damar Lee', 'Jl. Waru No.289 RT10/RW6', '081210008660', 'damar.lee@mail.com'),
('CS08661', 'Binar Utami Permana', 'Jl. Kenari No.289 RT1/RW7', '081210008661', 'binar.utami.permana@mail.com'),
('CS08662', 'Damar Anggraeni Permana', 'Jl. Kenjeran No.289 RT2/RW7', '081210008662', 'damar.anggraeni.permana@mail.com'),
('CS08663', 'Eko Anggraeni Pratama', 'Jl. Gajah Mada No.289 RT3/RW7', '081210008663', 'eko.anggraeni.pratama@mail.com'),
('CS08664', 'Rudi Sutanto', 'Jl. Diponegoro No.289 RT4/RW7', '081210008664', 'rudi.sutanto@mail.com'),
('CS08665', 'Mahesa Utama', 'Jl. Kapten Tendean No.289 RT5/RW7', '081210008665', 'mahesa.utama@mail.com'),
('CS08666', 'Fahri Permata Kurnia', 'Jl. Garuda No.289 RT6/RW7', '081210008666', 'fahri.permata.kurnia@mail.com'),
('CS08667', 'Ruby Michael Wijanto', 'Jl. Bunga No.289 RT7/RW7', '081210008667', 'ruby.michael.wijanto@mail.com'),
('CS08668', 'Rina Permata Permana', 'Jl. Anggrek No.289 RT8/RW7', '081210008668', 'rina.permata.permana@mail.com'),
('CS08669', 'Lestari Permata Trianto', 'Jl. Flamboyan No.289 RT9/RW7', '081210008669', 'lestari.permata.trianto@mail.com'),
('CS08670', 'Rian Sari Hartanto', 'Jl. Pelangi No.289 RT10/RW7', '081210008670', 'rian.sari.hartanto@mail.com'),
('CS08671', 'Ava Kirana', 'Jl. Merdeka No.290 RT1/RW8', '081210008671', 'ava.kirana@mail.com'),
('CS08672', 'Praba Hasan', 'Jl. Sudirman No.290 RT2/RW8', '081210008672', 'praba.hasan@mail.com'),
('CS08673', 'Nanda Pratama Nugraha', 'Jl. Ahmad Yani No.290 RT3/RW8', '081210008673', 'nanda.pratama.nugraha@mail.com'),
('CS08674', 'Usman Nur Agustina', 'Jl. Raya Darmo No.290 RT4/RW8', '081210008674', 'usman.nur.agustina@mail.com'),
('CS08675', 'Usman Nugroho', 'Jl. Kenanga No.290 RT5/RW8', '081210008675', 'usman.nugroho@mail.com'),
('CS08676', 'Vira Fauzan', 'Jl. Ketintang No.290 RT6/RW8', '081210008676', 'vira.fauzan@mail.com'),
('CS08677', 'Cahyo Ramli', 'Jl. Veteran No.290 RT7/RW8', '081210008677', 'cahyo.ramli@mail.com'),
('CS08678', 'Rizky Wijaya', 'Jl. Basuki Rahmat No.290 RT8/RW8', '081210008678', 'rizky.wijaya@mail.com'),
('CS08679', 'Dewi Firdaus', 'Jl. Bojonegoro No.290 RT9/RW8', '081210008679', 'dewi.firdaus@mail.com'),
('CS08680', 'Omar Kim Khan', 'Jl. Mulyo No.290 RT10/RW8', '081210008680', 'omar.kim.khan@mail.com'),
('CS08681', 'Dhiya Pratama Arifin', 'Jl. Gedongan No.290 RT1/RW9', '081210008681', 'dhiya.pratama.arifin@mail.com'),
('CS08682', 'Owen Alexander Trianto', 'Jl. Pahlawan No.290 RT2/RW9', '081210008682', 'owen.alexander.trianto@mail.com'),
('CS08683', 'Fahri Shah', 'Jl. Mawar No.290 RT3/RW9', '081210008683', 'fahri.shah@mail.com'),
('CS08684', 'Putri Prasetyo', 'Jl. Melati No.290 RT4/RW9', '081210008684', 'putri.prasetyo@mail.com'),
('CS08685', 'Luca Alexander Wijaya', 'Jl. Gubeng No.290 RT5/RW9', '081210008685', 'luca.alexander.wijaya@mail.com'),
